first,best
1247407,1282726
1247407,1285401
1247407,1281027
1247407,1278143
1247407,1290019
1247407,1281043
1247407,1287353
1247407,1278946
1247407,1278013
1247407,1288803
1250880,1282726
1250880,1285401
1250880,1281027
1250880,1278143
1250880,1290019
1250880,1281043
1250880,1287353
1250880,1278946
1250880,1278013
1250880,1288803
1251851,1282726
1251851,1285401
1251851,1281027
1251851,1278143
1251851,1290019
1251851,1281043
1251851,1287353
1251851,1278946
1251851,1278013
1251851,1288803
1255360,1282726
1255360,1285401
1255360,1281027
1255360,1278143
1255360,1290019
1255360,1281043
1255360,1287353
1255360,1278946
1255360,1278013
1255360,1288803
1253155,1282726
1253155,1285401
1253155,1281027
1253155,1278143
1253155,1290019
1253155,1281043
1253155,1287353
1253155,1278946
1253155,1278013
1253155,1288803
1246731,1282726
1246731,1285401
1246731,1281027
1246731,1278143
1246731,1290019
1246731,1281043
1246731,1287353
1246731,1278946
1246731,1278013
1246731,1288803
1252843,1282726
1252843,1285401
1252843,1281027
1252843,1278143
1252843,1290019
1252843,1281043
1252843,1287353
1252843,1278946
1252843,1278013
1252843,1288803
1246940,1282726
1246940,1285401
1246940,1281027
1246940,1278143
1246940,1290019
1246940,1281043
1246940,1287353
1246940,1278946
1246940,1278013
1246940,1288803
1246915,1282726
1246915,1285401
1246915,1281027
1246915,1278143
1246915,1290019
1246915,1281043
1246915,1287353
1246915,1278946
1246915,1278013
1246915,1288803
1272130,1311977
1272130,1296689
1272130,1302885
1272130,1302451
1272130,1294896
1272130,1316694
1272130,1305952
1272130,1303518
1272130,1293127
1272130,1300883
1268169,1311977
1268169,1296689
1268169,1302885
1268169,1302451
1268169,1294896
1268169,1316694
1268169,1305952
1268169,1303518
1268169,1293127
1268169,1300883
1269429,1311977
1269429,1296689
1269429,1302885
1269429,1302451
1269429,1294896
1269429,1316694
1269429,1305952
1269429,1303518
1269429,1293127
1269429,1300883
1273601,1311977
1273601,1296689
1273601,1302885
1273601,1302451
1273601,1294896
1273601,1316694
1273601,1305952
1273601,1303518
1273601,1293127
1273601,1300883
1265070,1311977
1265070,1296689
1265070,1302885
1265070,1302451
1265070,1294896
1265070,1316694
1265070,1305952
1265070,1303518
1265070,1293127
1265070,1300883
1268331,1311977
1268331,1296689
1268331,1302885
1268331,1302451
1268331,1294896
1268331,1316694
1268331,1305952
1268331,1303518
1268331,1293127
1268331,1300883
1267461,1311977
1267461,1296689
1267461,1302885
1267461,1302451
1267461,1294896
1267461,1316694
1267461,1305952
1267461,1303518
1267461,1293127
1267461,1300883
1277274,1311977
1277274,1296689
1277274,1302885
1277274,1302451
1277274,1294896
1277274,1316694
1277274,1305952
1277274,1303518
1277274,1293127
1277274,1300883
1258422,1311977
1258422,1296689
1258422,1302885
1258422,1302451
1258422,1294896
1258422,1316694
1258422,1305952
1258422,1303518
1258422,1293127
1258422,1300883
1269446,1311977
1269446,1296689
1269446,1302885
1269446,1302451
1269446,1294896
1269446,1316694
1269446,1305952
1269446,1303518
1269446,1293127
1269446,1300883
1290322,1319774
1290322,1323117
1290322,1323090
1290322,1329870
1290322,1321608
1290322,1313390
1290322,1321685
1290322,1312266
1290322,1317593
1290322,1328874
1289386,1319774
1289386,1323117
1289386,1323090
1289386,1329870
1289386,1321608
1289386,1313390
1289386,1321685
1289386,1312266
1289386,1317593
1289386,1328874
1283963,1319774
1283963,1323117
1283963,1323090
1283963,1329870
1283963,1321608
1283963,1313390
1283963,1321685
1283963,1312266
1283963,1317593
1283963,1328874
1293169,1319774
1293169,1323117
1293169,1323090
1293169,1329870
1293169,1321608
1293169,1313390
1293169,1321685
1293169,1312266
1293169,1317593
1293169,1328874
1294334,1319774
1294334,1323117
1294334,1323090
1294334,1329870
1294334,1321608
1294334,1313390
1294334,1321685
